S.No.,Province,Name of Town
1793,Eastern Province,Vedakudiyiruppu
1794,Eastern Province,Vedativu
1795,Eastern Province,Veddukkadduveli
1796,Eastern Province,Veechukalmunai
1797,Eastern Province,Veeradiya
1798,Eastern Province,Veeramunai
1799,Eastern Province,Vellaimanal
1800,Eastern Province,Vellaiyadimadu
1801,Eastern Province,Vellamachchenai
1802,Eastern Province,Vellaveli
1803,Eastern Province,Veppadithurai
1804,Eastern Province,Veppankuda
1805,Eastern Province,Veranativu
1806,Eastern Province,Verukal
1807,Eastern Province,Vettimakkalkudiyiruppu
1808,Eastern Province,Vilavedduvan
1809,Eastern Province,Viliraiyadippuval
1810,Eastern Province,Verugal Malai
1811,North Central Province,Achari Madatugama
1812,North Central Province,Acharigama
1813,North Central Province,Achchirikulama
1814,North Central Province,Achirigama
1815,North Central Province,Achiriyagama
1816,North Central Province,Badahela Etawetunuwewa
1817,North Central Province,Badahela Ranorewa
1818,North Central Province,Badahelagama
1819,North Central Province,Bakamuna
1820,North Central Province,Bakamuneulpota
1821,North Central Province,Challitivu
1822,North Central Province,Dachchi Hammillewa
1823,North Central Province,Dachchidamana
1824,North Central Province,Dachihalmillewa
1825,North Central Province,Dahanekwewa
1826,North Central Province,Damala Hammillewa
1827,North Central Province,Echchankulama
1828,North Central Province,Egodagama
1829,North Central Province,Ehetuwagama
1830,North Central Province,Ehetuwewa
1831,North Central Province,Elagamuwa
1832,North Central Province,Galagedaragama
1833,North Central Province,Galahitiyagama
1834,North Central Province,Galapitagala
1835,North Central Province,Galapitigala
1836,North Central Province,Galatanwewa
1837,North Central Province,Haba Diwulwewa
1838,North Central Province,Haba Kudawewa
1839,North Central Province,Habarana
1840,North Central Province,Habarattawala
1841,North Central Province,Habawewa
1842,North Central Province,Ichchankulama
1843,North Central Province,Ihala Amanakkattuwa
1844,North Central Province,Ihala Anduketiyawa
1845,North Central Province,Ihala Angunachchiya
1846,North Central Province,Ihala Bakmigahaulpota
1847,North Central Province,Jayanthipura
1848,North Central Province,Kabaragoyawewa
1849,North Central Province,Kadadekawewa
1850,North Central Province,Kadadekawewa
1851,North Central Province,Kadahatawewa
1852,North Central Province,Kadandugama
1853,North Central Province,Kalawewa
1854,North Central Province,Kekirawa
1855,North Central Province,Labunoruwa
1856,North Central Province,Lenagama
1857,North Central Province,Lewapanikkiyawa
1858,North Central Province,Lindawewa
1859,North Central Province,Lokahettiyagama
1860,North Central Province,Madagallegama
1861,North Central Province,Madatugama
1862,North Central Province,Madatungama
1863,North Central Province,Madawachchiya
1864,North Central Province,Madawala
1865,North Central Province,Nabadagaswewa
1866,North Central Province,Nabadawewa
1867,North Central Province,Nachchaduwa
1868,North Central Province,Nachchaduwa Palayakulama
1869,North Central Province,Nagadaranewa
1870,North Central Province,Obadayagama
1871,North Central Province,Ohomigama
1872,North Central Province,Olobbawa
1873,North Central Province,Olombewa
1874,North Central Province,Olugallewa
1875,North Central Province,Pachchalawetiya
1876,North Central Province,Padikaramaduwa
1877,North Central Province,Padiketuwewa
1878,North Central Province,Padikkalamadu Colony
1879,North Central Province,Padikkaramaduwa
1880,North Central Province,Rada Hammillewa
1881,North Central Province,Rada Rambewa
1882,North Central Province,Radagama
1883,North Central Province,Radagamawatta
1884,North Central Province,Radapalugaswewa
1885,North Central Province,Sakalasuriyagama
1886,North Central Province,Samudragama
1887,North Central Province,Sandanankuttigama
1888,North Central Province,Sandigewewa
1889,North Central Province,Sangattewa
1890,North Central Province,Talakolawewa
1891,North Central Province,Talakolewa
1892,North Central Province,Talapatkulama
1893,North Central Province,Talattewa
1894,North Central Province,Talawa
1895,North Central Province,Uda Hingura
1896,North Central Province,Uda Korasagalla
1897,North Central Province,Uda Negama
1898,North Central Province,Uda Nidigama
1899,North Central Province,Uda Thibbatuwewa
1900,North Central Province,Vadivalaipuliyankulam
1901,North Central Province,Valpotuwewa
1902,North Central Province,Vedenigama
1903,North Central Province,Veheragoda
1904,North Central Province,Vendarankulama
1905,North Central Province,Verumkulama
1906,North Central Province,Viharagawagala
1907,North Central Province,Vihare Hammillewa
1908,North Central Province,Vitaranagama
1909,North Central Province,Wadigawewa
1910,North Central Province,Wadiwewa
1911,North Central Province,Waduressagama
1912,North Central Province,Waga Konwewa
1913,North Central Province,Wagayakulama
1914,Northern Province,Aayili
1915,Northern Province,Adampan
1916,Northern Province,Alampil
1917,Northern Province,Alvai
1918,Northern Province,Alaveddi
1919,Northern Province,Achchankulam
1920,Northern Province,Achelu
1921,Northern Province,Achchuveli
1922,Northern Province,Adaichakal
1923,Northern Province,Adukkalamoddai
1924,Northern Province,Adampam
1925,Northern Province,Adampan
1926,Northern Province,Adampanai
1927,Northern Province,Adampantalvu
1928,Northern Province,Adappankulam
1929,Northern Province,Adiyakulam
1930,Northern Province,Aiyamperumal
1931,Northern Province,Akattikkulam
1932,Northern Province,Allaippiddi
1933,Northern Province,Analativu
1934,Northern Province,Annangkai
1935,Northern Province,Amichchi Kulam
1936,Northern Province,Aiyanaar Koayiladi
1937,Northern Province,Aiyanaar puram
1938,Northern Province,Aiyanaar-puram
1939,Northern Province,Aiyan koayil Gramam
1940,Northern Province,Aiyan Kulam
1941,Northern Province,Aliyawalai
1942,Northern Province,Chankanai
1943,Northern Province,Changanacherry
1944,Northern Province,Chaalampan
1945,Northern Province,Chaavatkaddu
1946,Northern Province,Chaalampaik Kulam
1947,Northern Province,Chamalang Kulam
1948,Northern Province,Chinnach Chaalampan
1949,Northern Province,Chavakacheri
1950,Northern Province,Cheddikulam
1951,Northern Province,Chunnakam
1952,Northern Province,Colombuthurai
1953,Northern Province,Cheddi Kulam
1954,Northern Province,Chiraampiyadi
1955,Northern Province,Chiththira Meazhi
1956,Northern Province,Eluvaitivu
1957,Northern Province,Elephant Pass
1958,Northern Province,Inuvil
1959,Northern Province,Ilavali
1960,Northern Province,Iranamadu
1961,Northern Province,Jaffna
1962,Northern Province,Kaathaliyaar Chamalang kulam
1963,Northern Province,Kaaraiththoor
1964,Northern Province,Kanchanthoo
1965,Northern Province,Kachchai
1966,Northern Province,Kaithady
1967,Northern Province,Kalladi
1968,Northern Province,Kantharmadam
1969,Northern Province,Kantharodai
1970,Northern Province,Kankesanthurai
1971,Northern Province,Kanakarayankulam
1972,Northern Province,Kapputhoor Veli
1973,Northern Province,Karainagar
1974,Northern Province,Karaveddy
1975,Northern Province,Karampanthoor
1976,Northern Province,Karanthai Vaddavaan
1977,Northern Province,Karaitivu
1978,Northern Province,Karunkandalvannakulam
1979,Northern Province,Kayts
1980,Northern Province,Kerudavil
1981,Northern Province,Kea Thoovu
1982,Northern Province,Kilinochchi
1983,Northern Province,Kokavil
1984,Northern Province,Kokkuvil
1985,Northern Province,Kokkilai
1986,Northern Province,Kokkuthoduvai
1987,Northern Province,Kondavil
1988,Northern Province,Kopay
1989,Northern Province,Kovalam
1990,Northern Province,Kullapam Kulam
1991,Northern Province,Kuppilankulam
1992,Northern Province,Kuppilan Kurichy
1993,Northern Province,Maankulam
1994,Northern Province,Madhu
1995,Northern Province,Mallavi
1996,Northern Province,Manalkadu
1997,Northern Province,Mandativu
1998,Northern Province,Manipay
1999,Northern Province,Mankulam
2000,Northern Province,Mannar
2001,Northern Province,Meththanveli
2002,Northern Province,Mirusuvil
2003,Northern Province,Mullaitivu
2004,Northern Province,Mulliyawalai
2005,Northern Province,Myliddy
2006,Northern Province,Manadkaadu
2007,Northern Province,Madduvil
2008,Northern Province,Manthuvil
2009,Northern Province,Mandaan
2010,Northern Province,Nallur
2011,Northern Province,Nanaddan
2012,Northern Province,Nedunkeni
2013,Northern Province,Nagar Kovil
2014,Northern Province,Nelliyady
2015,Northern Province,Nilavarai
2016,Northern Province,?addankandal
2017,Northern Province,Nelliady
2018,Northern Province,Oddusuddan
2019,Northern Province,Omanthai
2020,Northern Province,Olumadu
2021,Northern Province,Paapamkulam
2022,Northern Province,Pachilaipalli
2023,Northern Province,Padaraveli
2024,Northern Province,Pandatharippu
2025,Northern Province,Pandiyankulam
2026,Northern Province,Palali
2027,Northern Province,Palampiddi
2028,Northern Province,Parangkich Chaalampan
2029,Northern Province,Point Pedro (Paruththithurai)
2030,Northern Province,Paranthan
2031,Northern Province,Periya Chaalampan
2032,Northern Province,Pesalai
2033,Northern Province,Periya Puliyangkulam
2034,Northern Province,Periya Pollachi
2035,Northern Province,Pollachi
2036,Northern Province,Perumkulam
2037,Northern Province,Paranthen Kerni
2038,Northern Province,Pooneryn
2039,Northern Province,Puliyankulam
2040,Northern Province,Puthukkudiyiruppu
2041,Northern Province,Parayanalankulam
2042,Northern Province,Pungudutivu
2043,Northern Province,Puttur
2044,Northern Province,Puthunagaram
2045,Northern Province,Panamkamam
2046,Northern Province,Panadura
2047,Northern Province,Sandilipay
2048,Northern Province,Sillalai
2049,Northern Province,Suthumalai
2050,Northern Province,Sugandipuram
2051,Northern Province,Tachchankulam
2052,Northern Province,Taddamalai
2053,Northern Province,Taddankulam
2054,Northern Province,Tadduvankoddi
2055,Northern Province,Thaddankulam
2056,Northern Province,Thaiyiddi
2057,Northern Province,Thalaiady
2058,Northern Province,Talaimannar
2059,Northern Province,Thalladi
2060,Northern Province,Thaalvupadu
2061,Northern Province,Thamaraivillu
2062,Northern Province,Thampa Gramam
2063,Northern Province,Thampalai
2064,Northern Province,Thampalakad
2065,Northern Province,Thampanaikkulam
2066,Northern Province,Thampanaikkulam East
2067,Northern Province,Thampattai Muthalikkattu
2068,Northern Province,Thanankilappu
2069,Northern Province,Tanakkankulam
2070,Northern Province,Thaandikkulam
2071,Northern Province,Tanduvan
2072,Northern Province,Thankodai
2073,Northern Province,Tanmakkerni
2074,Northern Province,Thannipavilan Kudiyiruppu
2075,Northern Province,Thanneer Uttu
2076,Northern Province,Thaantalkulam
2077,Northern Province,Tharakundu
2078,Northern Province,Tharanikkulam
2079,Northern Province,Thavadi
2080,Northern Province,Thavalai Iyattalai
2081,Northern Province,Thavasikulam
2082,Northern Province,Thavasiyakulam
2083,Northern Province,Thavasiyur
2084,Northern Province,Thayilan Kudiyiruppu
2085,Northern Province,Thandikkulam
2086,Northern Province,Tellippalai
2087,Northern Province,Thunukkai
2088,Northern Province,Thunnalai
2089,Northern Province,Tharmapuram
2090,Northern Province,Thekilpadantan
2091,Northern Province,Thekkuluthu
2092,Northern Province,Telliyankudiyiruppu
2093,Northern Province,Thennamaravadi
2094,Northern Province,Thenniyankulam
2095,Northern Province,Thaentookki
2096,Northern Province,Thaenudaiyan
2097,Northern Province,Thanakkarukurichchi
2098,Northern Province,Tharmakundu
2099,Northern Province,Thatchchanthoppu
2100,Northern Province,Thattantotam
2101,Northern Province,Thevanpaddi
2102,Northern Province,Thikkam
2103,Northern Province,Thikkoddaimadu
2104,Northern Province,Thimilarmadam
2105,Northern Province,Terankandal
2106,Northern Province,Therumurikandi
2107,Northern Province,Thettakkuli
2108,Northern Province,Thettavadimarutankulam
2109,Northern Province,Tirunelveli East
2110,Northern Province,Tirunelveli West
2111,Northern Province,Tirunelveli
2112,Northern Province,Thiruvadinilayam
2113,Northern Province,Thiruvaiyaru Thottakadu
2114,Northern Province,Tholakaddy
2115,Northern Province,Thondaimanaru
2116,Northern Province,Thoppu
2117,Northern Province,Thullukudi Kudiyiruppu
2118,Northern Province,Thumpalai
2119,Northern Province,Thumpankerni
2120,Northern Province,Thunnalai
2121,Northern Province,Thunavy
2122,Northern Province,Thuvarankerni
2123,Northern Province,Udaiyadi
2124,Northern Province,Udayarsamalankulam
2125,Northern Province,Udumbagal
2126,Northern Province,Udaiyarthurai
2127,Northern Province,Udupattukkandal
2128,Northern Province,Udupiddy
2129,Northern Province,Uduthurai
2130,Northern Province,Uduvil
2131,Northern Province,Uduveli
2132,Northern Province,Ukkulankulam
2133,Northern Province,Ulukkulam
2134,Northern Province,Uluvaneri
2135,Northern Province,Umaneri
2136,Northern Province,Umayartuvarankulam
2137,Northern Province,Unchalkaddi
2138,Northern Province,Upparu
2139,Northern Province,Uppukkulam
2140,Northern Province,Upputtaravai
2141,Northern Province,Umayaalpuram
2142,Northern Province,Urani
2143,Northern Province,Urelu
2144,Northern Province,Uriyan
2145,Northern Province,Urumpirai
2146,Northern Province,Urvanikanpattu
2147,Northern Province,Usan
2148,Northern Province,Uthiravengai
2149,Northern Province,Uthuvayankulam
2150,Northern Province,Uttukkulam
2151,Northern Province,Uvari
2152,Northern Province,Uvarkkulam
2153,Northern Province,Uvayatikulam
2154,Northern Province,Uyarapulam
2155,Northern Province,Uyilankulam
2156,Northern Province,Uyilankulam
2157,Northern Province,Mannar
2158,Northern Province,Vaddukoddai
2159,Northern Province,Vadduvakallu
2160,Northern Province,Vadakadu
2161,Northern Province,Vaddakkachchi
2162,Northern Province,Vaddakkandal
2163,Northern Province,Vaddukkoddai East
2164,Northern Province,Vaddukkoddai West
2165,Northern Province,Vairandakaddukulam
2166,Northern Province,Vaiyakkarai
2167,Northern Province,Vakkappaddankandal-Metpuliyankulam
2168,Northern Province,Valaiyakadu
2169,Northern Province,Valayanmadam
2170,Northern Province,Valalai
2171,Northern Province,Vallai
2172,Northern Province,Vallan
2173,Northern Province,Valliyappalai
2174,Northern Province,Vallipuram
2175,Northern Province,Valantalai
2176,Northern Province,Valappadu
2177,Northern Province,Valveddi
2178,Northern Province,Valvettiturai
2179,Northern Province,Valigramam
2180,Northern Province,Vanchiyankulam
2181,Northern Province,Vanchiyankulam Mavilankeni
2182,Northern Province,Vankalai
2183,Northern Province,Vankalaikkulam
2184,Northern Province,Vannakulam
2185,Northern Province,Vannakulam
2186,Northern Province,Mannar
2187,Northern Province,Vannakulam West
2188,Northern Province,Vannamarutankulam
2189,Northern Province,Vannamoddai
2190,Northern Province,Vannankeni
2191,Northern Province,Vannankulam
2192,Northern Province,Vannankulam
2193,Northern Province,Jaffna
2194,Northern Province,Vannanpuliyankulam
2195,Northern Province,Vannansinnakkulam
2196,Northern Province,Vannarpannai
2197,Northern Province,Vannarpannai North West
2198,Northern Province,Vannarpannai South East
2199,Northern Province,Vannarpannai South West
2200,Northern Province,Vannivilankulam
2201,Northern Province,Vannichchiyatidal
2202,Northern Province,Vanniyanmadu
2203,Northern Province,Vairava Pulo Kulam
2204,Northern Province,Vannikulam
2205,Northern Province,Varani
2206,Northern Province,Varanilvattalai
2207,Northern Province,Variveli
2208,Northern Province,Vairavarpuliyankulam
2209,Northern Province,Varuthalaivilan
2210,Northern Province,Vasavilan
2211,Northern Province,Vatharaveddai
2212,Northern Province,Vattirayan
2213,Northern Province,Vathiri
2214,Northern Province,Vattappalai
2215,Northern Province,Vavunikulam
2216,Northern Province,Vavuniya
2217,Northern Province,Vavuniyanperiyakulam
2218,Northern Province,Vayittiyankudiyiruppu
2219,Northern Province,Vedamakilankulam
2220,Northern Province,Veddaiyadaippu
2221,Northern Province,Veddayamurippu
2222,Northern Province,Veddukkadu
2223,Northern Province,Vedivaittakallu
2224,Northern Province,Veeman Gramam
2225,Northern Province,Viramanikkatevanturai
2226,Northern Province,Velakulam
2227,Northern Province,Velanai
2228,Northern Province,Velankulam
2229,Northern Province,Velankulam
2230,Northern Province,Vavuniya
2231,Northern Province,Velarchinnakkulam
2232,Northern Province,Velikkandal
2233,Northern Province,Velikkulam
2234,Northern Province,Vellai
2235,Northern Province,Vellalakaddu
2236,Northern Province,Vellampakkaddy
2237,Northern Province,Vellamullivaikal
2238,Northern Province,Vellankulam
2239,Northern Province,Vempootukeni
2240,Northern Province,Veppankulam
2241,Northern Province,Veppankulam South
2242,Northern Province,Veravil
2243,Northern Province,Vettilaikkerni
2244,Northern Province,Vettaimakkalkudiyiruppu
2245,Northern Province,Vidattalkaddusinnakulam
2246,Northern Province,Vidattalpalai
2247,Northern Province,Vidattaltivu
2248,Northern Province,Vidaththal-Pazhai
2249,Northern Province,Vidaththal-Munai
2250,Northern Province,Vidaththal-kaddu chinnak-kulam
2251,Northern Province,Vilan
2252,Northern Province,Vilathikulam
2253,Northern Province,Villamparuku
2254,Northern Province,Vimankallu
2255,Northern Province,Vira Manikkatevan Turai
2256,Northern Province,Viyaddikkulam
2257,Northern Province,Viyaparimulai
2258,Northern Province,Viyayadippannai
2259,North Western Province,Abakolawewa
2260,North Western Province,Abbowa
2261,North Western Province,Abokkagama
2262,North Western Province,Achari Hinukwewa
2263,North Western Province,Achari Ihalagama
2264,North Western Province,Baburugama
2265,North Western Province,Badabadda
2266,North Western Province,Badabeddegama
2267,North Western Province,Badabeddewa
2268,North Western Province,Badagane
2269,North Western Province,Cement Factory
2270,North Western Province,Chandrayagama
2271,North Western Province,Chenaikudirippu
2272,North Western Province,Chenaikudiyirippu
2273,North Western Province,Chenakudiruppu
2274,North Western Province,Chettichena
2275,North Western Province,Chettisena
2276,North Western Province,Chettychena
2277,North Western Province,Chilan
2278,North Western Province,Chilaw
2279,North Western Province,Dabarayaya
2280,North Western Province,Dachchilanda
2281,North Western Province,Dadapolagama
2282,North Western Province,Dadapolagamuwa
2283,North Western Province,Dagama
2284,North Western Province,Ebawalapitiya
2285,North Western Province,Ebawalayaya
2286,North Western Province,Edandewela
2287,North Western Province,Edandupitiya
2288,North Western Province,Egalla
2289,North Western Province,Gaane
2290,North Western Province,Gadolwaka
2291,North Western Province,Gahalagaswela
2292,North Western Province,Gahalagaswewa
2293,North Western Province,Gaiyala
2294,North Western Province,Habagama
2295,North Western Province,Habaragahamada
2296,North Western Province,Habarawa
2297,North Western Province,Habarawewa
2298,North Western Province,Habarewa
2299,North Western Province,Ibbagamuwa
2300,North Western Province,Ibbawela
2301,North Western Province,Ichchampitiya
2302,North Western Province,Ichchankadu
2303,North Western Province,Ichchankaudu
2304,North Western Province,Jagama
2305,North Western Province,Jahapagama
2306,North Western Province,Jakaduwa
2307,North Western Province,Jalatgama
2308,North Western Province,Jankurawela
2309,North Western Province,Jankure
2310,North Western Province,Jayalatgama
2311,North Western Province,Jayalathgama
2312,North Western Province,Jayarajapuraya
2313,North Western Province,Jayasirigama
2314,North Western Province,Jayasundaragedara
2315,North Western Province,Jayasurigama
2316,North Western Province,Kaaradumunai
2317,North Western Province,Kabalewa
2318,North Western Province,Kachchakaduwa
2319,North Western Province,Kachcheri
2320,North Western Province,Kachchimadurankuli
2321,North Western Province,Kachchirawa
2322,North Western Province,Labugala
2323,North Western Province,Labuyaya
2324,North Western Province,Lakadagolla
2325,North Western Province,Landawatta
2326,North Western Province,Lankarangedara
2327,North Western Province,Mabo
2328,North Western Province,Mabopitiya
2329,North Western Province,Madadenigama
2330,North Western Province,Madadombe
2331,North Western Province,Madagama
2332,North Western Province,Nabadapokuna
2333,North Western Province,Nabadawa
2334,North Western Province,Nabadawala
2335,North Western Province,Nabadawela
2336,North Western Province,Nabadawewa
2337,North Western Province,Obadakotuwa
2338,North Western Province,Obedagedere
2339,North Western Province,Obodakotuwa
2340,North Western Province,Odakkarai
2341,North Western Province,Oggamuwa
2342,North Western Province,Pabuluwa
2343,North Western Province,Pachchakadumundal
2344,North Western Province,Pachchalawela
2345,North Western Province,Pachchalawewa
2346,North Western Province,Pachchalewa
2347,North Western Province,Rachchiragama
2348,North Western Province,Rada Hilogama
2349,North Western Province,Rada Paliyagama
2350,North Western Province,Rada Talanpola
2351,North Western Province,Radadena
2352,North Western Province,Saidalapitiya
2353,North Western Province,Saldalpitiya
2354,North Western Province,Samaderapitiyal
2355,North Western Province,Samagigama
2356,North Western Province,Samagiriyawewa
2357,North Western Province,Tabbomulla
2358,North Western Province,Tabbowa
2359,North Western Province,Tailagama
2360,North Western Province,Talagalla
2361,North Western Province,Talagaswewa
2362,North Western Province,Uda Horombuwa
2363,North Western Province,Uda Inguruwatta
2364,North Western Province,Uda Kahahena
2365,North Western Province,Uda Siyambalewa
2366,North Western Province,Uda Tammannewa
2367,North Western Province,Vairankattuwa
2368,North Western Province,Vannativillu
2369,North Western Province,Vattakandal
2370,North Western Province,Velandikulama
2371,North Western Province,Velantikulam
2372,North Western Province,Velasiya
2373,North Western Province,Vellamundal
2374,North Western Province,Vellankarai
2375,North Western Province,Vicharanagama
2376,North Western Province,Vidatamunai
2377,North Western Province,Vidyalaya
2378,North Western Province,Viharegama
2379,North Western Province,Villuke
2380,North Western Province,Virakammandaluwa
2381,North Western Province,Viruthodai
2382,North Western Province,Wadakada
2383,North Western Province,Wadakahagala
2384,North Western Province,Wadakkarawewa
2385,North Western Province,Wadatta
2386,North Western Province,Wadawa
2387,North Western Province,Wadawa
2388,Sabaragamuwa,Abuwangala
2389,Sabaragamuwa,Adavikanda
2390,Sabaragamuwa,Adawikanda
2391,Sabaragamuwa,Adikariya
2392,Sabaragamuwa,Agalagama
2393,Sabaragamuwa,Agalagamuwa
2394,Sabaragamuwa,Agalawatta
2395,Sabaragamuwa,Agalekumbura
2396,Sabaragamuwa,Agaregama
2397,Sabaragamuwa,Ahaspokuna
2398,Sabaragamuwa,Ahuliyadda
2399,Sabaragamuwa,Akarella
2400,Sabaragamuwa,Akurana
2401,Sabaragamuwa,Akurugegangoda
2402,Sabaragamuwa,Akwatta
2403,Sabaragamuwa,Alagalkanda
2404,Sabaragamuwa,Alagalla
2405,Sabaragamuwa,Alakolaella
2406,Sabaragamuwa,Alankarapanguwa
2407,Sabaragamuwa,Alapaladeniya
2408,Sabaragamuwa,Alapalawala
2409,Sabaragamuwa,Alawala
2410,Sabaragamuwa,Alawatura
2411,Sabaragamuwa,Alawwa
2412,Sabaragamuwa,Aldora
2413,Sabaragamuwa,Algama
2414,Sabaragamuwa,Algama Egodagama
2415,Sabaragamuwa,Algama Ihalagama
2416,Sabaragamuwa,Algama Medagama
2417,Sabaragamuwa,Algoda
2418,Sabaragamuwa,Alkegama
2419,Sabaragamuwa,Allagalla
2420,Sabaragamuwa,Alpitiya
2421,Sabaragamuwa,Aludeniya
2422,Sabaragamuwa,Aluketiya
2423,Sabaragamuwa,Alupatgala
2424,Sabaragamuwa,Alupola
2425,Sabaragamuwa,Alupota
2426,Sabaragamuwa,Alutnuwara
2427,Sabaragamuwa,Amanawala
2428,Sabaragamuwa,Amarakonmulla
2429,Sabaragamuwa,Amarakoonmulla
2430,Sabaragamuwa,Ambagahakanda
2431,Sabaragamuwa,Ambagala
2432,Sabaragamuwa,Ambakumbura
2433,Sabaragamuwa,Ambalakanda
2434,Sabaragamuwa,Ambalanpitiya
2435,Sabaragamuwa,Ambalanyaya
2436,Sabaragamuwa,Ambamalla
2437,Sabaragamuwa,Ambanpitiya
2438,Sabaragamuwa,Ambatenna
2439,Sabaragamuwa,Ambawala
2440,Sabaragamuwa,Ambepussa
2441,Sabaragamuwa,Ambulugala
2442,Sabaragamuwa,Ambuwakka
2443,Sabaragamuwa,Ambuwangala
2444,Sabaragamuwa,Amitirigala
2445,Sabaragamuwa,Ammuduwa
2446,Sabaragamuwa,Ampagala
2447,Sabaragamuwa,Ampana
2448,Sabaragamuwa,Ampe
2449,Sabaragamuwa,Amuhenkanda
2450,Sabaragamuwa,Amunumulla
2451,Sabaragamuwa,Amunutenna
2452,Sabaragamuwa,Amupitiya
2453,Sabaragamuwa,Amutagoda
2454,Sabaragamuwa,Amuwatta
2455,Sabaragamuwa,Amuwatugoda
2456,Sabaragamuwa,Andadola
2457,Sabaragamuwa,Andanawa
2458,Sabaragamuwa,Andaoluwa
2459,Sabaragamuwa,Andiramada
2460,Sabaragamuwa,Andiyamalatenna
2461,Sabaragamuwa,Andoluwa
2462,Sabaragamuwa,Anduwawala
2463,Sabaragamuwa,Angammana
2464,Sabaragamuwa,Anghandiya
2465,Sabaragamuwa,Angoda
2466,Sabaragamuwa,Angodakanda
2467,Sabaragamuwa,Anguruwawala
2468,Sabaragamuwa,Anguruwella
2469,Sabaragamuwa,Anhandiya
2470,Sabaragamuwa,Anhettigama
2471,Sabaragamuwa,Anwarama
2472,Sabaragamuwa,Arabboda
2473,Sabaragamuwa,Arachchikumbura
2474,Sabaragamuwa,Arama
2475,Sabaragamuwa,Arambegama
2476,Sabaragamuwa,Aranayaka
2477,Sabaragamuwa,Arandara
2478,Sabaragamuwa,Arawegoda
2479,Sabaragamuwa,Aruggammana
2480,Sabaragamuwa,Aruggoda
2481,Sabaragamuwa,Arukgammana
2482,Sabaragamuwa,Arukmulla
2483,Sabaragamuwa,Aruppala
2484,Sabaragamuwa,Asamanakanda
2485,Sabaragamuwa,Asgangula
2486,Sabaragamuwa,Asideniya
2487,Sabaragamuwa,Asmadala
2488,Sabaragamuwa,Assedduma
2489,Sabaragamuwa,Asseddungoda
2490,Sabaragamuwa,Asseddunwela
2491,Sabaragamuwa,Atakalanpanne
2492,Sabaragamuwa,Atalawa
2493,Sabaragamuwa,Atale
2494,Sabaragamuwa,Atallawela
2495,Sabaragamuwa,Ataudakanda
2496,Sabaragamuwa,Athalawa
2497,Sabaragamuwa,Attanagoda
2498,Sabaragamuwa,Attapitiya
2499,Sabaragamuwa,Atugoda
2500,Sabaragamuwa,Atulugama
2501,Sabaragamuwa,Aturaliya
2502,Sabaragamuwa,Aturupana
2503,Sabaragamuwa,Ayagama
2504,Sabaragamuwa,Badahela
2505,Sabaragamuwa,Badahelagoda
2506,Sabaragamuwa,Badahelgoda
2507,Sabaragamuwa,Badanamure
2508,Sabaragamuwa,Badullawala
2509,Sabaragamuwa,Badullegama
2510,Sabaragamuwa,Badulupitiya
2511,Sabaragamuwa,Baduwalakanda
2512,Sabaragamuwa,Bagature
2513,Sabaragamuwa,Bakmideniya
2514,Sabaragamuwa,Bakulwala
2515,Sabaragamuwa,Balagangoda
2516,Sabaragamuwa,Balaharuwa
2517,Sabaragamuwa,Balakottunna
2518,Sabaragamuwa,Balakotuwa
2519,Sabaragamuwa,Balangoda
2520,Sabaragamuwa,Balatgomuwa
2521,Sabaragamuwa,Balavinna
2522,Sabaragamuwa,Balawane
2523,Sabaragamuwa,Balawatgama
2524,Sabaragamuwa,Balawathgama
2525,Sabaragamuwa,Balawinna
2526,Sabaragamuwa,Balibatgoda
2527,Sabaragamuwa,Balibathgoda
2528,Sabaragamuwa,Balinduwawa
2529,Sabaragamuwa,Ballahela
2530,Sabaragamuwa,Ballapana
2531,Sabaragamuwa,Ballapanatenna
2532,Sabaragamuwa,Bambarabotuwa
2533,Sabaragamuwa,Bambarabotuwegkanda
2534,Sabaragamuwa,Bambaragala
2535,Sabaragamuwa,Bambaragama
2536,Sabaragamuwa,Bambaragastenna
2537,Sabaragamuwa,Bampane
2538,Sabaragamuwa,Bamunagammana
2539,Sabaragamuwa,Bamunaulla
2540,Sabaragamuwa,Banagoda
2541,Sabaragamuwa,Basnagala
2542,Sabaragamuwa,Basnagoda
2543,Sabaragamuwa,Batadure
2544,Sabaragamuwa,Bataendiriya
2545,Sabaragamuwa,Batakada
2546,Sabaragamuwa,Batambure
2547,Sabaragamuwa,Batangala
2548,Sabaragamuwa,Batatota
2549,Sabaragamuwa,Batawala
2550,Sabaragamuwa,Batayaya
2551,Sabaragamuwa,Batepola
2552,Sabaragamuwa,Batewela
2553,Sabaragamuwa,Batgangoda
2554,Sabaragamuwa,Batugedara
2555,Sabaragamuwa,Batugedera
2556,Sabaragamuwa,Batupitiya
2557,Sabaragamuwa,Batuwana
2558,Sabaragamuwa,Batuwatta
2559,Sabaragamuwa,Batuwita
2560,Sabaragamuwa,Beddawala
2561,Sabaragamuwa,Belgoda
2562,Sabaragamuwa,Beligala
2563,Sabaragamuwa,Beligammana
2564,Sabaragamuwa,Beligoda
2565,Sabaragamuwa,Beligodapitiya
2566,Sabaragamuwa,Belihul Oya
2567,Sabaragamuwa,Belihulwana
2568,Sabaragamuwa,Beliketiya
2569,Sabaragamuwa,Belimaliyadda
2570,Sabaragamuwa,Bellangama
2571,Sabaragamuwa,Bellankanda
2572,Sabaragamuwa,Beminiwatta
