S.No.,Province,Name of Town
2573,Sabaragamuwa,Bendaluwa
2574,Sabaragamuwa,Beragala
2575,Sabaragamuwa,Berannawa
2576,Sabaragamuwa,Berendeniya
2577,Sabaragamuwa,Berenduwa
2578,Sabaragamuwa,Berranawa
2579,Sabaragamuwa,Beruwala
2580,Sabaragamuwa,Betmegedara
2581,Sabaragamuwa,Bewila
2582,Sabaragamuwa,Bewilehena
2583,Sabaragamuwa,Bibila
2584,Sabaragamuwa,Bibilegama
2585,Sabaragamuwa,Binnegama
2586,Sabaragamuwa,Bintenigolla
2587,Sabaragamuwa,Bisowela
2588,Sabaragamuwa,Bodawala
2589,Sabaragamuwa,Bodimalgoda
2590,Sabaragamuwa,Bodimaluwa
2591,Sabaragamuwa,Bogahakumbura
2592,Sabaragamuwa,Bogahakumburuwela
2593,Sabaragamuwa,Bogala
2594,Sabaragamuwa,Bogamuwa
2595,Sabaragamuwa,Bogoda-aramba
2596,Sabaragamuwa,Bohara
2597,Sabaragamuwa,Bohettiya
2598,Sabaragamuwa,Bohora
2599,Sabaragamuwa,Bokolamulla
2600,Sabaragamuwa,Bolagama
2601,Sabaragamuwa,Boltumbe
2602,Sabaragamuwa,Bopetta
2603,Sabaragamuwa,Bopitigoda
2604,Sabaragamuwa,Bopitiya
2605,Sabaragamuwa,Boralankanda
2606,Sabaragamuwa,Boranjamuwa
2607,Sabaragamuwa,Boruggamuwa
2608,Sabaragamuwa,Bossella
2609,Sabaragamuwa,Botiyatenna
2610,Sabaragamuwa,Bowalgaha
2611,Sabaragamuwa,Bowatta
2612,Sabaragamuwa,Boyagama
2613,Sabaragamuwa,Boyagoda
2614,Sabaragamuwa,Budawatta
2615,Sabaragamuwa,Budunwela
2616,Sabaragamuwa,Bulatgama
2617,Sabaragamuwa,Bulathkohupitiya
2618,Sabaragamuwa,Bulatkohupitiya
2619,Sabaragamuwa,Bulatwatta
2620,Sabaragamuwa,Bulatwelgoda
2621,Sabaragamuwa,Bulatwelkanda
2622,Sabaragamuwa,Bulugahapitiya
2623,Sabaragamuwa,Bulugammana
2624,Sabaragamuwa,Buluruppa
2625,Sabaragamuwa,Bulutota
2626,Sabaragamuwa,Buluwana
2627,Sabaragamuwa,Bungeriya
2628,Sabaragamuwa,Bungiriya
2629,Sabaragamuwa,Burunnawa
2630,Sabaragamuwa,Buthkanda
2631,Sabaragamuwa,Butkanda
2632,Sabaragamuwa,Colombage-ara
2633,Sabaragamuwa,Dadayankanda
2634,Sabaragamuwa,Dahenpahuwa
2635,Sabaragamuwa,Dalumurawatta
2636,Sabaragamuwa,Damahana
2637,Sabaragamuwa,Dambawinna
2638,Sabaragamuwa,Dambemada
2639,Sabaragamuwa,Dambulla
2640,Sabaragamuwa,Dambuluwana
2641,Sabaragamuwa,Damme
2642,Sabaragamuwa,Dampelgoda
2643,Sabaragamuwa,Damunupola
2644,Sabaragamuwa,Danagama
2645,Sabaragamuwa,Dandawa
2646,Sabaragamuwa,Dandeniya Pahala
2647,Sabaragamuwa,Dangampala
2648,Sabaragamuwa,Dankolagune
2649,Sabaragamuwa,Dankumbura
2650,Sabaragamuwa,Dannoruwa
2651,Sabaragamuwa,Daswatta
2652,Sabaragamuwa,Davulkaragoda
2653,Sabaragamuwa,Dayigala Ihala
2654,Sabaragamuwa,Dayigala Pahala
2655,Sabaragamuwa,Debagama
2656,Sabaragamuwa,Debathgama
2657,Sabaragamuwa,Dedigama
2658,Sabaragamuwa,Dedugala
2659,Sabaragamuwa,Degalaeriya
2660,Sabaragamuwa,Deharagoda
2661,Sabaragamuwa,Dehenakanda
2662,Sabaragamuwa,Deheragoda
2663,Sabaragamuwa,Dehigahapitiya
2664,Sabaragamuwa,Dehigampala
2665,Sabaragamuwa,Dehigastalawa
2666,Sabaragamuwa,Dehimaduwa
2667,Sabaragamuwa,Dehiowita
2668,Sabaragamuwa,Dehipahala
2669,Sabaragamuwa,Dehipitiya
2670,Sabaragamuwa,Deiyagala
2671,Sabaragamuwa,Dela
2672,Sabaragamuwa,Delarawa
2673,Sabaragamuwa,Deldeniya
2674,Sabaragamuwa,Delgahagoda
2675,Sabaragamuwa,Delgahatenna
2676,Sabaragamuwa,Delgamuwa
2677,Sabaragamuwa,Delgoda
2678,Sabaragamuwa,Delgomuwa
2679,Sabaragamuwa,Deliwala
2680,Sabaragamuwa,Dellaboda
2681,Sabaragamuwa,Deloluwa
2682,Sabaragamuwa,Delpatdeniya
2683,Sabaragamuwa,Delpothdeniya
2684,Sabaragamuwa,Delwala
2685,Sabaragamuwa,Demada
2686,Sabaragamuwa,Demalahiriya
2687,Sabaragamuwa,Demanagammana
2688,Sabaragamuwa,Dembatanpitiya
2689,Sabaragamuwa,Demodara
2690,Sabaragamuwa,Denagama
2691,Sabaragamuwa,Denawaka Patakada
2692,Sabaragamuwa,Denawaka Udakada
2693,Sabaragamuwa,Denawakawatta
2694,Sabaragamuwa,Denihena
2695,Sabaragamuwa,Denuwakanda
2696,Sabaragamuwa,Depedene
2697,Sabaragamuwa,Deraniyagala
2698,Sabaragamuwa,Dessepota
2699,Sabaragamuwa,Detabodakanda
2700,Sabaragamuwa,Detawala
2701,Sabaragamuwa,Devanagala
2702,Sabaragamuwa,Dewalagama
2703,Sabaragamuwa,Dewanagala
2704,Sabaragamuwa,Dewaragampola
2705,Sabaragamuwa,Digadure
2706,Sabaragamuwa,Digalla
2707,Sabaragamuwa,Diganakanda
2708,Sabaragamuwa,Digogedara
2709,Sabaragamuwa,Digowa
2710,Sabaragamuwa,Dikelikanda
2711,Sabaragamuwa,Dikella
2712,Sabaragamuwa,Dikellekanda
2713,Sabaragamuwa,Dimbulgamuwa
2714,Sabaragamuwa,Dimbulwala
2715,Sabaragamuwa,Dimiyawa
2716,Sabaragamuwa,Dimiyawegodella
2717,Sabaragamuwa,Dippitigala
2718,Sabaragamuwa,Dippitiya
2719,Sabaragamuwa,Divurumpitiya
2720,Sabaragamuwa,Diwala Pallegama
2721,Sabaragamuwa,Diwala Udagama
2722,Sabaragamuwa,Diwelgama
2723,Sabaragamuwa,Diyabibile
2724,Sabaragamuwa,Diyagala
2725,Sabaragamuwa,Diyagama
2726,Sabaragamuwa,Diyahitiyawala
2727,Sabaragamuwa,Diyainna
2728,Sabaragamuwa,Diyapota
2729,Sabaragamuwa,Diyasunnata
2730,Sabaragamuwa,Diyawinna
2731,Sabaragamuwa,Dodammuluwa
2732,Sabaragamuwa,Dodampe
2733,Sabaragamuwa,Dodampegoda
2734,Sabaragamuwa,Dodampitiya
2735,Sabaragamuwa,Dodantale
2736,Sabaragamuwa,Dodawatta
2737,Sabaragamuwa,Dolekanda
2738,Sabaragamuwa,Doloswala
2739,Sabaragamuwa,Doloswalkanda
2740,Sabaragamuwa,Dombagammana
2741,Sabaragamuwa,Dombagaswinna
2742,Sabaragamuwa,Dombemada
2743,Sabaragamuwa,Dombepola
2744,Sabaragamuwa,Dompemulla
2745,Sabaragamuwa,Dompitiya
2746,Sabaragamuwa,Dooldeniya
2747,Sabaragamuwa,Doolgala
2748,Sabaragamuwa,Doranuwa
2749,Sabaragamuwa,Dorapane
2750,Sabaragamuwa,Dorawaka
2751,Sabaragamuwa,Dorawela
2752,Sabaragamuwa,Duldeniya
2753,Sabaragamuwa,Dumbara
2754,Sabaragamuwa,Dumbuluwa
2755,Sabaragamuwa,Dumbuluwawa
2756,Sabaragamuwa,Dumbuluwawaka
2757,Sabaragamuwa,Dumbuluwewa
2758,Sabaragamuwa,Dummaladeniya
2759,Sabaragamuwa,Dunugama
2760,Sabaragamuwa,Dunukewala
2761,Sabaragamuwa,Dunumale
2762,Sabaragamuwa,Dunumandalawa
2763,Sabaragamuwa,Duragekanda
2764,Sabaragamuwa,Durakanda
2765,Sabaragamuwa,Ebetota
2766,Sabaragamuwa,Ebidigala
2767,Sabaragamuwa,Edanduwawa
2768,Sabaragamuwa,Edurapola
2769,Sabaragamuwa,Edurapota
2770,Sabaragamuwa,Egalla
2771,Sabaragamuwa,Egallekanda
2772,Sabaragamuwa,Eggodakanda
2773,Sabaragamuwa,Egodagoda
2774,Sabaragamuwa,Egodakanda
2775,Sabaragamuwa,Egodawatugoda
2776,Sabaragamuwa,Egolla
2777,Sabaragamuwa,Ehalagaha-arawa
2778,Sabaragamuwa,Ehelekumbura
2779,Sabaragamuwa,Eheliyagoda
2780,Sabaragamuwa,Ekiriyagala
2781,Sabaragamuwa,Ekneligoda
2782,Sabaragamuwa,Ela-Ihala
2783,Sabaragamuwa,Elagalla
2784,Sabaragamuwa,Elamaideniya
2785,Sabaragamuwa,Elamalpe
2786,Sabaragamuwa,Elangipitiya
2787,Sabaragamuwa,Elapata
2788,Sabaragamuwa,Elibodakanda
2789,Sabaragamuwa,Ella
2790,Sabaragamuwa,Ellawala
2791,Sabaragamuwa,Ellawala Ihalagama
2792,Sabaragamuwa,Ellawala Pahalagama
2793,Sabaragamuwa,Ellearawa
2794,Sabaragamuwa,Ellegedara
2795,Sabaragamuwa,Ellehena
2796,Sabaragamuwa,Ellekanda
2797,Sabaragamuwa,Ellepola
2798,Sabaragamuwa,Ellewatta
2799,Sabaragamuwa,Elugala
2800,Sabaragamuwa,Elugalla
2801,Sabaragamuwa,Eluwana
2802,Sabaragamuwa,Eluwana
2803,Sabaragamuwa,Embilipitiya
2804,Sabaragamuwa,Embilipitiya Pallegama
2805,Sabaragamuwa,Embilmiwala
2806,Sabaragamuwa,Embuldeniya
2807,Sabaragamuwa,Embulmiwala
2808,Sabaragamuwa,Emitiyagoda
2809,Sabaragamuwa,Endana
2810,Sabaragamuwa,Endirikele
2811,Sabaragamuwa,Endiriyanwala
2812,Sabaragamuwa,Epalapitiya
2813,Sabaragamuwa,Epalatotuwa
2814,Sabaragamuwa,Epalawa
2815,Sabaragamuwa,Epitawala
2816,Sabaragamuwa,Eppelapitiya
2817,Sabaragamuwa,Erabadda
2818,Sabaragamuwa,Erabadupela
2819,Sabaragamuwa,Erabedda
2820,Sabaragamuwa,Erabudupitiya
2821,Sabaragamuwa,Erabuduwala
2822,Sabaragamuwa,Eraminigammana
2823,Sabaragamuwa,Eratnagoda
2824,Sabaragamuwa,Eregama
2825,Sabaragamuwa,Erepola
2826,Sabaragamuwa,Ereporuwa
2827,Sabaragamuwa,Ereporuwa
2828,Sabaragamuwa,Erevupola
2829,Sabaragamuwa,Eriyawa
2830,Sabaragamuwa,Etaheraliyagoda
2831,Sabaragamuwa,Etawakwala
2832,Sabaragamuwa,Etnawala
2833,Sabaragamuwa,Etoya
2834,Sabaragamuwa,Evunugalla
2835,Sabaragamuwa,Gabbala
2836,Sabaragamuwa,Gabbela
2837,Sabaragamuwa,Gabbelawatta
2838,Sabaragamuwa,Gadapola
2839,Sabaragamuwa,Galadeniya
2840,Sabaragamuwa,Galahitigama
2841,Sabaragamuwa,Galahitiya
2842,Sabaragamuwa,Galamella
2843,Sabaragamuwa,Galapahalagama
2844,Sabaragamuwa,Galapaya
2845,Sabaragamuwa,Galapitamada
2846,Sabaragamuwa,Galapitimada
2847,Sabaragamuwa,Galatara
2848,Sabaragamuwa,Galaudakanda
2849,Sabaragamuwa,Galayatakanatta
2850,Sabaragamuwa,Galboda
2851,Sabaragamuwa,Galbokaya
2852,Sabaragamuwa,Galenda
2853,Sabaragamuwa,Galgomuwa
2854,Sabaragamuwa,Galkaduwa
2855,Sabaragamuwa,Galkanda
2856,Sabaragamuwa,Galkandagoda
2857,Sabaragamuwa,Galkerekanda
2858,Sabaragamuwa,Galketiya
2859,Sabaragamuwa,Gallassapola
2860,Sabaragamuwa,Gallela
2861,Sabaragamuwa,Gallelletota
2862,Sabaragamuwa,Gallenakanda
2863,Sabaragamuwa,Gallinna
2864,Sabaragamuwa,Galpallelanda
2865,Sabaragamuwa,Galpata
2866,Sabaragamuwa,Galpaya
2867,Sabaragamuwa,Galpola
2868,Sabaragamuwa,Galukagama
2869,Sabaragamuwa,Galwalagoda
2870,Sabaragamuwa,Gamagepetta
2871,Sabaragamuwa,Gamekkanda
2872,Sabaragamuwa,Gamikkanda
2873,Sabaragamuwa,Gammanagoda
2874,Sabaragamuwa,Gammannagoda
2875,Sabaragamuwa,Gammedda
2876,Sabaragamuwa,Gampalawalakada
2877,Sabaragamuwa,Ganegama
2878,Sabaragamuwa,Ganegangoda
2879,Sabaragamuwa,Ganegoda
2880,Sabaragamuwa,Gangalagomuwa
2881,Sabaragamuwa,Gangekumbura
2882,Sabaragamuwa,Gangoda
2883,Sabaragamuwa,Gangodagama
2884,Sabaragamuwa,Gangodakanda
2885,Sabaragamuwa,Gangodakumbura
2886,Sabaragamuwa,Gangulwitiya
2887,Sabaragamuwa,Ganitapura
2888,Sabaragamuwa,Ganithapura
2889,Sabaragamuwa,Gansabhawa
2890,Sabaragamuwa,Gantuna Pallegama
2891,Sabaragamuwa,Gantuna Udagama
2892,Sabaragamuwa,Gantune-Pallegama
2893,Sabaragamuwa,Gantune-Udagama
2894,Sabaragamuwa,Garagoda
2895,Sabaragamuwa,Gasnawa
2896,Sabaragamuwa,Gawaragiriya
2897,Sabaragamuwa,Gayirenagama
2898,Sabaragamuwa,Gerandiella
2899,Sabaragamuwa,Gerapatgama
2900,Sabaragamuwa,Getaberikanda
2901,Sabaragamuwa,Getahetta
2902,Sabaragamuwa,Getamuruta
2903,Sabaragamuwa,Getangama
2904,Sabaragamuwa,Getiyamulla
2905,Sabaragamuwa,Gevilipitiya
2906,Sabaragamuwa,Gilimale
2907,Sabaragamuwa,Ginihappitiya
2908,Sabaragamuwa,Ginitillawala
2909,Sabaragamuwa,Giramadola
2910,Sabaragamuwa,Glenella
2911,Sabaragamuwa,Godagama
2912,Sabaragamuwa,Godagampola
2913,Sabaragamuwa,Godagandeniya
2914,Sabaragamuwa,Godagedara
2915,Sabaragamuwa,Godakawela
2916,Sabaragamuwa,Godakumbura
2917,Sabaragamuwa,Godapola
2918,Sabaragamuwa,Godawela
2919,Sabaragamuwa,Godayakanda
2920,Sabaragamuwa,Godella
2921,Sabaragamuwa,Godigamuwa
2922,Sabaragamuwa,Golahela
2923,Sabaragamuwa,Gomaduwa
2924,Sabaragamuwa,Gomiarawa
2925,Sabaragamuwa,Gonagala
2926,Sabaragamuwa,Gonagaldeniya
2927,Sabaragamuwa,Gonagomuwa
2928,Sabaragamuwa,Gonakumbura
2929,Sabaragamuwa,Gonapitiya
2930,Sabaragamuwa,Gonaramba
2931,Sabaragamuwa,Gonawala
2932,Sabaragamuwa,Gondiwala
2933,Sabaragamuwa,Gorokgahamada
2934,Sabaragamuwa,Gulanekanda
2935,Sabaragamuwa,Guriyamba
2936,Sabaragamuwa,Gurubewila
2937,Sabaragamuwa,Gurubewilagama
2938,Sabaragamuwa,Gurugalla
2939,Sabaragamuwa,Gurulawella
2940,Sabaragamuwa,Guruluwana
2941,Sabaragamuwa,Haalmessa
2942,Sabaragamuwa,Habalakkawa
2943,Sabaragamuwa,Habbeliara
2944,Sabaragamuwa,Habbunkaduwa
2945,Sabaragamuwa,Hakahinna
2946,Sabaragamuwa,Hakamuwa
2947,Sabaragamuwa,Hakurugammana
2948,Sabaragamuwa,Hakuruliyadda
2949,Sabaragamuwa,Halagiriya
2950,Sabaragamuwa,Halaturakele
2951,Sabaragamuwa,Idampitiya
2952,Sabaragamuwa,Idangoda
2953,Sabaragamuwa,Iddamalgoda
2954,Sabaragamuwa,Iddawala
2955,Sabaragamuwa,Iduranpitiya
2956,Sabaragamuwa,Ihala Dayigala
2957,Sabaragamuwa,Ihala Kalugala
2958,Sabaragamuwa,Ihala Pohorabawa
2959,Sabaragamuwa,Ihalagalagama
2960,Sabaragamuwa,Ihalagama
2961,Sabaragamuwa,Ihalakanda
2962,Sabaragamuwa,Ihalakotte
2963,Sabaragamuwa,Ilipangamuwa
2964,Sabaragamuwa,Illukpitiya
2965,Sabaragamuwa,Illuktenna
2966,Sabaragamuwa,Ilubbuluwa
2967,Sabaragamuwa,Ilukgoda
2968,Sabaragamuwa,Ilukkumbura
2969,Sabaragamuwa,Ilukkumburagoda
2970,Sabaragamuwa,Ilukkumburugoda
2971,Sabaragamuwa,Ilukpitiya
2972,Sabaragamuwa,Iluktenna
2973,Sabaragamuwa,Ilwana
2974,Sabaragamuwa,Imbulamura
2975,Sabaragamuwa,Imbulana
2976,Sabaragamuwa,Imbulgala
2977,Sabaragamuwa,Imbulgoda
2978,Sabaragamuwa,Imbulhititenna
2979,Sabaragamuwa,Imbulpe
2980,Sabaragamuwa,Imbulpitiya
2981,Sabaragamuwa,Imekanda
2982,Sabaragamuwa,Imewatta
2983,Sabaragamuwa,Indikatupana
2984,Sabaragamuwa,Indolewatta
2985,Sabaragamuwa,Indurana
2986,Sabaragamuwa,Induranpitiya
2987,Sabaragamuwa,Induruwa
2988,Sabaragamuwa,Ingiriyawatta
2989,Sabaragamuwa,Iriyamaditta
2990,Sabaragamuwa,Iriyaulla
2991,Sabaragamuwa,Ittekanda
2992,Sabaragamuwa,Jatunkanda
2993,Sabaragamuwa,Jeewana
2994,Sabaragamuwa,Jeewandeniya
2995,Sabaragamuwa,Jiwana
2996,Sabaragamuwa,Jiwanadeniya
2997,Sabaragamuwa,Kabagamuwa
2998,Sabaragamuwa,Kabulumulla
2999,Sabaragamuwa,Kachchigala
3000,Sabaragamuwa,Kadadora
3001,Sabaragamuwa,Kadadorakanda
3002,Sabaragamuwa,Kadawatakanda
3003,Sabaragamuwa,Kadawattiya
3004,Sabaragamuwa,Kadigamuwa
3005,Sabaragamuwa,Kadigomuwa
3006,Sabaragamuwa,Kadigomuwa
3007,Sabaragamuwa,Labugama
3008,Sabaragamuwa,Lahupane
3009,Sabaragamuwa,Lakmana
3010,Sabaragamuwa,Lambutuwa
3011,Sabaragamuwa,Landuyaya
3012,Sabaragamuwa,Lassegama
3013,Sabaragamuwa,Lassekanda
3014,Sabaragamuwa,Leeniyagala
3015,Sabaragamuwa,Lekamagoda
3016,Sabaragamuwa,Lekamgoda
3017,Sabaragamuwa,Lekangoda
3018,Sabaragamuwa,Lellagoda
3019,Sabaragamuwa,Lellopitiya
3020,Sabaragamuwa,Lenagala
3021,Sabaragamuwa,Lenagala Ihala
3022,Sabaragamuwa,Lenagala Pahala
3023,Sabaragamuwa,Lendaramulla
3024,Sabaragamuwa,Lessagama
3025,Sabaragamuwa,Leuke
3026,Sabaragamuwa,Lewala
3027,Sabaragamuwa,Lewangama Dumbuluwa
3028,Sabaragamuwa,Lewangama Pahalagama
3029,Sabaragamuwa,Lewangama Talawatta
3030,Sabaragamuwa,Lewangama Udagammedda
3031,Sabaragamuwa,Liniyagala
3032,Sabaragamuwa,Liniyakaduwa
3033,Sabaragamuwa,Liyana-arachchigama
3034,Sabaragamuwa,Liyanagegama
3035,Sabaragamuwa,Liyandawela
3036,Sabaragamuwa,Liyangahatota
3037,Sabaragamuwa,Liyangastota
3038,Sabaragamuwa,Lolgoda
3039,Sabaragamuwa,Maboda
3040,Sabaragamuwa,Mabopitiya
3041,Sabaragamuwa,Madagammana
3042,Sabaragamuwa,Madakandura
3043,Sabaragamuwa,Madalagama
3044,Sabaragamuwa,Madalagama
3045,Sabaragamuwa,Madampe
3046,Sabaragamuwa,Madana
3047,Sabaragamuwa,Madare
3048,Sabaragamuwa,Naberiyawa
3049,Sabaragamuwa,Nabuluwa
3050,Sabaragamuwa,Nabuluwa
3051,Sabaragamuwa,Nadeniya
3052,Sabaragamuwa,Nagoda
3053,Sabaragamuwa,Nagomuwa
3054,Sabaragamuwa,Nahalwatura
3055,Sabaragamuwa,Nahitiya
3056,Sabaragamuwa,Nakandala
3057,Sabaragamuwa,Nakkawita
3058,Sabaragamuwa,Obokka
3059,Sabaragamuwa,Oddape
3060,Sabaragamuwa,Oddare
3061,Sabaragamuwa,Okanmulla
3062,Sabaragamuwa,Olagama
3063,Sabaragamuwa,Olitenna
3064,Sabaragamuwa,Olugala
3065,Sabaragamuwa,Olugantota
3066,Sabaragamuwa,Omalpe
3067,Sabaragamuwa,Opanake
3068,Sabaragamuwa,Opata
3069,Sabaragamuwa,Opata
3070,Sabaragamuwa,Opata
3071,Sabaragamuwa,Opatha
3072,Sabaragamuwa,Otnapitiya
3073,Sabaragamuwa,Owala
3074,Sabaragamuwa,Owala Kudabage
3075,Sabaragamuwa,Owala Mahabage
3076,Sabaragamuwa,Owatta
3077,Sabaragamuwa,Owatta
3078,Sabaragamuwa,Owatura
3079,Sabaragamuwa,Owitigamuwa
3080,Sabaragamuwa,Owitiwara
3081,Sabaragamuwa,Padalangala
3082,Sabaragamuwa,Padawigampola
3083,Sabaragamuwa,Padidora
3084,Sabaragamuwa,Padugama
3085,Sabaragamuwa,Pagalowita
3086,Sabaragamuwa,Pagoda
3087,Sabaragamuwa,Pahala Dayigala
3088,Sabaragamuwa,Pahala Hinguruwaka
3089,Sabaragamuwa,Pahala Kalugala
3090,Sabaragamuwa,Pahala Pohorabawa
3091,Sabaragamuwa,Rabbidigala
3092,Sabaragamuwa,Radagoda
3093,Sabaragamuwa,Raddella
3094,Sabaragamuwa,Ragala
3095,Sabaragamuwa,Ragalkanda
3096,Sabaragamuwa,Rahala
3097,Sabaragamuwa,Rajawaka
3098,Sabaragamuwa,Rakwana
3099,Sabaragamuwa,Rambuka
3100,Sabaragamuwa,Rambukanagama
3101,Sabaragamuwa,Sannasgama
3102,Sabaragamuwa,Selawa
3103,Sabaragamuwa,Silanarawa
3104,Sabaragamuwa,Silogama
3105,Sabaragamuwa,Singagoda
3106,Sabaragamuwa,Singahagoda
3107,Sabaragamuwa,Singappulikanda
3108,Sabaragamuwa,Sinhalagoda
3109,Sabaragamuwa,Sitagalapanguwa
3110,Sabaragamuwa,Sitagangula
3111,Sabaragamuwa,Siyambalangamuwa
3112,Sabaragamuwa,Siyambalapitiya
3113,Sabaragamuwa,Siyambalapitiya
3114,Sabaragamuwa,Siyambalapitiya
3115,Sabaragamuwa,Siyambalawa
3116,Sabaragamuwa,Siyambalawala
3117,Sabaragamuwa,Siyambalawala
3118,Sabaragamuwa,Sudagala
3119,Sabaragamuwa,Suduhakurukanda
3120,Sabaragamuwa,Suriyakanda
3121,Sabaragamuwa,Rassagala
3122,Sabaragamuwa,Talagahawatta
3123,Sabaragamuwa,Talagahayaya
3124,Sabaragamuwa,Talagaskanda
3125,Sabaragamuwa,Talangama
3126,Sabaragamuwa,Talangama
3127,Sabaragamuwa,Talapitiya
3128,Sabaragamuwa,Talapitiya
3129,Sabaragamuwa,Talawatta
3130,Sabaragamuwa,Taldewa
3131,Sabaragamuwa,Talduwa
3132,Sabaragamuwa,Uda Beddewala
3133,Sabaragamuwa,Uda Beddewela
3134,Sabaragamuwa,Uda Dadayankanda
3135,Sabaragamuwa,Uda Galadeniya
3136,Sabaragamuwa,Uda Hinguruwaka
3137,Sabaragamuwa,Uda Karandupone
3138,Sabaragamuwa,Uda Pamunuwa
3139,Sabaragamuwa,Uda Yogama
3140,Sabaragamuwa,Udabage
3141,Sabaragamuwa,Udagama
3142,Sabaragamuwa,Veddagala
3143,Sabaragamuwa,Wadakahadeniya
3144,Sabaragamuwa,Wadamaldeniya
3145,Sabaragamuwa,Waddeniya
3146,Sabaragamuwa,Wadiyatenna
3147,Sabaragamuwa,Wadukanda
3148,Sabaragamuwa,Wadumulla
3149,Sabaragamuwa,Wadupola
3150,Sabaragamuwa,Waduwadeniya
3151,Sabaragamuwa,Waduwawela
3152,Sabaragamuwa,Waguregama
3153,Southern Province,Abakolawewa
3154,Southern Province,Abesekaragama
3155,Southern Province,Abeyesekaragama
3156,Southern Province,Acharigama
3157,Southern Province,Acharigoda
3158,Southern Province,Addarawellana
3159,Southern Province,Agala Kanda
3160,Southern Province,Agalaboda
3161,Southern Province,Agaliya
3162,Southern Province,Aggarahere
3163,Southern Province,Ahangama
3164,Southern Province,Akuressa
3165,Southern Province,Babarenda Central
3166,Southern Province,Babarenda North
3167,Southern Province,Babarenda South I
3168,Southern Province,Babarenda South II
3169,Southern Province,Badabadda
3170,Southern Province,Badahelagoda
3171,Southern Province,Badalgeda
3172,Southern Province,Baddegama
3173,Southern Province,Baddegama East
3174,Southern Province,Baddegama North
3175,Southern Province,Baddegama South
3176,Southern Province,Bentota
3177,Southern Province,China Garden
3178,Southern Province,Companiwatta
3179,Southern Province,Companywatta
3180,Southern Province,Dabarella
3181,Southern Province,Dadalla
3182,Southern Province,Daganapothaha
3183,Southern Province,Daha-amuna
3184,Southern Province,Dalgahakele
3185,Southern Province,Daluwakgoda
3186,Southern Province,Daluwatumulla
3187,Southern Province,Dambawatawana
3188,Southern Province,Dammala
3189,Southern Province,Dammanatenna
3190,Southern Province,Dammantenna
3191,Southern Province,Deniyaya
3192,Southern Province,Egodabedda
3193,Southern Province,Egodaduwa
3194,Southern Province,Egodagoda
3195,Southern Province,Egodamulla
3196,Southern Province,Egodawela
3197,Southern Province,Ehelakanda
3198,Southern Province,Ehelape
3199,Southern Province,Ehelapola
3200,Southern Province,Ehelepola
3201,Southern Province,Ekkassa
3202,Southern Province,Elagamuwa
3203,Southern Province,Fort
3204,Southern Province,Gabadaweediya
3205,Southern Province,Gabadawidiya
3206,Southern Province,Gajanayakagama
3207,Southern Province,Galagama
3208,Southern Province,Galagammana
3209,Southern Province,Galagammulla
3210,Southern Province,Galahitiya
3211,Southern Province,Galapilagama
3212,Southern Province,Galatuduwa
3213,Southern Province,Galbada
3214,Southern Province,Galboda
3215,Southern Province,Ganegama
3216,Southern Province,Habakkala
3217,Southern Province,Habaraduwa
3218,Southern Province,Habaraduwa Centra
3219,Southern Province,Habaraduwa Central
3220,Southern Province,Habaraduwa West
3221,Southern Province,Habaragaha-ela
3222,Southern Province,Habarakada
3223,Southern Province,Habarattawila
3224,Southern Province,Habarattewala
3225,Southern Province,Habarattewala
3226,Southern Province,Haburugala
3227,Southern Province,Ibbawala
3228,Southern Province,Idandukita
3229,Southern Province,Idantota
3230,Southern Province,Igala
3231,Southern Province,Ihala Aturaliya
3232,Southern Province,Ihala Beligalla
3233,Southern Province,Ihala Ganegama
3234,Southern Province,Ihala Keembiya
3235,Southern Province,Ihala Kumbukwewa
3236,Southern Province,Ihala Omatta
3237,Southern Province,Ihala Vitiyala
3238,Southern Province,Imaduwa
3239,Southern Province,Jalampitiya
3240,Southern Province,Jamburegoda
3241,Southern Province,Jamburutugoda
3242,Southern Province,Jandura
3243,Southern Province,Jansagama
3244,Southern Province,Jomahandigoda
3245,Southern Province,Jorseygoda
3246,Southern Province,Jorsigoda
3247,Southern Province,Julampitiya
3248,Southern Province,Julamulla
3249,Southern Province,Kabaragaha Ela
3250,Southern Province,Kabaragala
3251,Southern Province,Kabaragomaditta
3252,Southern Province,Kabarayamulla
3253,Southern Province,Kadaweddawa
3254,Southern Province,Kadawedduwa
3255,Southern Province,Kadduwa
3256,Southern Province,Kadedduwa
3257,Southern Province,Kadigamuwa
3258,Southern Province,Kadihingala
3259,Southern Province,Kadiragoda
3260,Southern Province,Kalahe
3261,Southern Province,Labuduwa
3262,Southern Province,Lalpe
3263,Southern Province,Lalwala Pahala
3264,Southern Province,Lametiya
3265,Southern Province,Landajulana
3266,Southern Province,Landejulana
3267,Southern Province,Lankagama
3268,Southern Province,Lanumodara
3269,Southern Province,Lanumodera
3270,Southern Province,Lelkada
3271,Southern Province,Lelwala
3272,Southern Province,Lelwala Ihala
3273,Southern Province,Lelwala Pahala
3274,Southern Province,Lenaduwa
3275,Southern Province,Lenagalpalata
3276,Southern Province,Lenama
3277,Southern Province,Lenawa
3278,Southern Province,Lenewa
3279,Southern Province,Lewduwa
3280,Southern Province,Lewpotdeniya
3281,Southern Province,Lintotapaya
3282,Southern Province,Liyanagamakanda
3283,Southern Province,Liyanagoda
3284,Southern Province,Liyanegoda
